card_log_number,description,location_name,lower_river_mile,upper_river_mile,Sample Year,sample_datetime,samplers,card_number,position_number,fork_length_cm,poh_length,sex_type_description,mark_types,cwt_bag_number,snout_number,origin_type_description,gilbert_rich,european,card_sequence,species_code,species_description,card_type_description,fishery_type_description,gear_description,otolith_number,dna_number,carcass_tag_number
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70118,19,76,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,169,22OZ169,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70118,20,73,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,170,22OZ170,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70119,1,73,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,131,22OZ131,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70119,2,75,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,132,22OZ132,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70119,3,71,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,133,22OZ133,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70119,4,69,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,134,22OZ134,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70119,5,73,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,135,22OZ135,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70119,6,64,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,136,22OZ136,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70119,7,66,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,137,22OZ137,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70119,8,62,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,138,22OZ138,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70119,9,70,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,139,22OZ139,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70119,10,71,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,140,22OZ140,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70119,11,74,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,141,22OZ141,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70119,12,65,,Female,Unmarked,,,,3?,0.2,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,142,22OZ142,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70119,13,74,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,143,22OZ43,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70119,14,76,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,144,22OZ144,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70119,15,77,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,145,22OZ145,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70119,16,73,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,146,22OZ146,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70119,17,69,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,147,22OZ147,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70119,18,62,,Female,Unmarked,,,,3?,0.2,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,148,22OZ148,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70119,19,72,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,149,22OZ149,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70119,20,77,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,150,22OZ150,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70121,1,72,,Male,Unmarked,,,,4?,0.3,4,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,191,22OZ191,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70121,2,76,,Male,Unmarked,,,,4?,0.3,4,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,192,22OZ192,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70121,3,78,,Male,Unmarked,,,,4?,0.3,4,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,193,22OZ93,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70121,4,76,,Male,Unmarked,,,,4?,0.3,4,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,194,22OZ194,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70121,5,76,,Male,Unmarked,,,,4?,0.3,4,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,195,22OZ195,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70121,6,73,,Male,Unmarked,,,,4?,0.3,4,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,196,22OZ196,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70121,7,77,,Male,Unmarked,,,,4?,0.3,4,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,197,22OZ97,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70121,8,75,,Male,Unmarked,,,,4?,0.3,4,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,198,22OZ198,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70121,9,80,,Male,Unmarked,,,,4?,0.3,4,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,199,22OZ199,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70121,10,77,,Male,Unmarked,,,,4?,0.3,4,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,200,22OZ200,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70121,11,80,,Male,Unmarked,,,,4?,0.3,4,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,201,22OZ201,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70121,12,76,,Male,Unmarked,,,,4?,0.3,4,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,202,22OZ202,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70121,13,77,,Male,Unmarked,,,,4?,0.3,4,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,203,22OZ203,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-21,,A70121,14,67,,Female,Unmarked,,,,4?,0.3,4,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,204,22OZ204,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-28,,A70136,1,62,,Female,Unmarked,,,,3?,0.2,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,205,22OZ205,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-28,,A70136,2,73,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,206,22OZ206,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-28,,A70136,3,77,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,207,22OZ207,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-28,,A70136,4,69,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,208,22OZ20,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-28,,A70136,5,76,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,209,22OZ209,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-28,,A70136,6,76,,Male,Unmarked,,,,,,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,210,22OZ210,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-28,,A70136,7,69,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,211,22OZ211,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-28,,A70136,8,75,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,212,22OZ212,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-28,,A70136,9,81,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,213,22OZ213,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-28,,A70136,10,72,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,214,22OZ214,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-28,,A70136,11,73,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,215,22OZ215,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-28,,A70136,12,73,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,216,22OZ216,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-28,,A70136,13,67,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,217,22OZ217,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-28,,A70136,14,82,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,218,22OZ218,
23-1-17-44421,WRIA 07.0943,Wallace River Hatchery,,,2022,2022-11-28,,A70136,15,86,,Male,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,219,22OZ219,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70126,1,65,,Male,Unmarked,,,,3?,0.2,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,20,23JI283,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70126,2,69,,Male,Unmarked,,,,3?,0.2,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,21,23JI284,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70126,3,70,,Male,Unmarked,,,,3?,0.2,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,22,23JI285,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70126,4,71,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,23,23JI286,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70126,5,65,,Male,Unmarked,,,,3?,0.2,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,24,23JI287,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70126,6,65,,Male,Unmarked,,,,3?,0.2,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,25,23JI288,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70126,7,76,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,26,,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70126,8,65,,Male,Unmarked,,,,3?,0.2,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,27,23JI289,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70126,9,68,,Male,Unmarked,,,,3?,0.2,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,28,23JI290,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70126,10,82,,Male,Unmarked,,,,5?,0.4,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,29,23JI291,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70126,11,71,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,30,23JI299,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70126,12,68,,Male,Unmarked,,,,4?,0.3,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,31,23JI298,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70126,13,65,,Male,Unmarked,,,,3?,0.2,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,32,23JI297,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70126,14,72,,Male,Unmarked,,,,5?,0.4,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,33,23JI296,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70126,15,61,,Male,Unmarked,,,,3?,0.2,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,34,23JI295,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70126,16,65,,Male,Unmarked,,,,3?,0.2,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,35,23JI294,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70126,17,65,,Male,Unmarked,,,,3?,0.2,2,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,36,23JI293,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70127,1,55,,Female,Unmarked,,,,3?,0.2,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,1,23JI0264,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70127,2,63,,Female,Unmarked,,,,3?,0.2,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,2,23JI265,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70127,3,65,,Female,Unmarked,,,,3?,0.2,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,3,23JI266,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70127,4,64,,Female,Unmarked,,,,3?,0.2,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,4,23JI267,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70127,5,73,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,5,23JI268,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70127,6,65,,Female,Unmarked,,,,3?,0.2,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,6,23JI269,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70127,7,65,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,7,23JI270,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70127,8,63,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,8,23JI271,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70127,9,65,,Female,Unmarked,,,,3?,0.2,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,9,23JI272,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70127,10,80,,Female,Unmarked,,,,5?,0.4,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,10,23JI273,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70127,11,70,,Female,Unmarked,,,,3?,0.2,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,11,23JI274,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70127,12,70,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,12,23JI275,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70127,13,65,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,13,23JI276,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70127,14,57,,Female,Unmarked,,,,3?,0.2,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,14,23JI277,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70127,15,70,,Female,Unmarked,,,,5?,0.4,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,15,23JI278,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70127,16,65,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,16,23JI279,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70127,17,67,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,17,23JI280,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70127,18,64,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,18,23JI281,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-15,AN,A70127,19,61,,Female,Unmarked,,,,3?,0.2,1,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,19,23JI282,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-20,AN/BD,D13310,1,71,,Female,Unmarked,,,,5?,0.4,1,2,Chum,Genetic Card,Non-Treaty,Broodstock Collection,37,23JI292,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-20,AN/BD,D13310,2,65,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Genetic Card,Non-Treaty,Broodstock Collection,38,23JI300,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-20,AN/BD,D13310,3,59,,Female,Unmarked,,,,3?,0.2,1,2,Chum,Genetic Card,Non-Treaty,Broodstock Collection,39,23JI400,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-20,AN/BD,D13310,4,70,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Genetic Card,Non-Treaty,Broodstock Collection,40,23JI253,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-20,AN/BD,D13310,5,63,,Female,Unmarked,,,,3?,0.2,1,2,Chum,Genetic Card,Non-Treaty,Broodstock Collection,41,23JI252,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-20,AN/BD,D13310,6,70,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Genetic Card,Non-Treaty,Broodstock Collection,42,23JI251,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-20,AN/BD,D13310,7,71,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Genetic Card,Non-Treaty,Broodstock Collection,43,23JI357,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-20,AN/BD,D13310,8,65,,Female,Unmarked,,,,3?,0.2,1,2,Chum,Genetic Card,Non-Treaty,Broodstock Collection,44,23JI356,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-20,AN/BD,D13310,9,68,,Female,Unmarked,,,,5?,0.4,1,2,Chum,Genetic Card,Non-Treaty,Broodstock Collection,45,23JI355,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-20,AN/BD,D13310,10,68,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Genetic Card,Non-Treaty,Broodstock Collection,46,23JI354,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-20,AN/BD,D13310,11,68,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Genetic Card,Non-Treaty,Broodstock Collection,47,23JI353,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-20,AN/BD,D13310,12,65,,Female,Unmarked,,,,3?,0.2,1,2,Chum,Genetic Card,Non-Treaty,Broodstock Collection,48,23JI352,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-20,AN/BD,D13310,13,70,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Genetic Card,Non-Treaty,Broodstock Collection,49,23JI351,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-20,AN/BD,D13310,14,68,,Female,Unmarked,,,,3?,0.2,1,2,Chum,Genetic Card,Non-Treaty,Broodstock Collection,50,23JI350,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-20,AN/BD,D13310,15,72,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Genetic Card,Non-Treaty,Broodstock Collection,51,23JI349,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-20,AN/BD,D13310,16,63,,Female,Unmarked,,,,3?,0.2,1,2,Chum,Genetic Card,Non-Treaty,Broodstock Collection,52,23JI348,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-20,AN/BD,D13310,17,63,,Female,Unmarked,,,,3?,0.2,1,2,Chum,Genetic Card,Non-Treaty,Broodstock Collection,53,23JI347,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-20,AN/BD,D13310,18,65,,Female,Unmarked,,,,3?,0.2,1,2,Chum,Genetic Card,Non-Treaty,Broodstock Collection,54,23JI346,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-20,AN/BD,D13310,19,69,,Female,Unmarked,,,,4?,0.3,1,2,Chum,Genetic Card,Non-Treaty,Broodstock Collection,55,23JI332,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-20,AN/BD,D13310,20,65,,Female,Unmarked,,,,3?,0.2,1,2,Chum,Genetic Card,Non-Treaty,Broodstock Collection,56,,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-29,C3,A70167,1,69,,Female,Unmarked,,,,4?,0.3,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,77,23JI308,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-29,C3,A70167,2,68,,Female,Unmarked,,,,4?,0.3,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,78,23JI307,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-29,C3,A70167,3,72,,Female,Unmarked,,,,4?,0.3,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,79,23JI306,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-29,C3,A70167,4,77,,Female,Unmarked,,,,4?,0.3,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,80,23JI305,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-29,C3,A70167,5,73,,Female,Unmarked,,,,4?,0.3,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,81,23JI304,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-29,C3,A70167,6,71,,Female,Unmarked,,,,4?,0.3,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,82,23JI303,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-29,C3,A70167,7,75,,Male,Unmarked,,,,4?,0.3,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,83,23JI302,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-29,C3,A70167,8,66,,Male,Unmarked,,,,3?,0.2,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,84,23JI301,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-29,C3,A70167,9,64,,Male,Unmarked,,,,3?,0.2,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,85,23JI345,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-29,C3,A70167,10,70,,Male,Unmarked,,,,5?,0.4,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,86,23JI344,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-29,C3,A70167,11,74,,Male,Unmarked,,,,4?,0.3,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,,23JI343,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-29,C3,A70167,12,66,,Female,Unmarked,,,,3?,0.2,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,88,23JI342,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-29,C3,A70167,13,67,,Female,Unmarked,,,,3?,0.2,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,89,23JI341,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-29,C3,A70167,14,71,,Female,Unmarked,,,,4?,0.3,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,90,23JI340,
24-1-25-55761,WRIA 07.0943,Wallace River Hatchery,,,2023,2023-11-29,C3,A70167,15,65,,Female,Unmarked,,,,3?,0.2,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,91,23JI339,
