card_log_number,location_name,lower_river_mile,upper_river_mile,sample_datetime,samplers,card_number,position_number,fork_length_cm,poh_length,sex_type_description,mark_types,cwt_bag_number,snout_number,origin_type_description,gilbert_rich,european,card_sequence,species_code,species_description,card_type_description,fishery_type_description,gear_description,otolith_number,dna_number,carcass_tag_number
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,FG/KC,A87818,1,72,,Male,Unmarked,,,,4?,0.3,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,655,1080,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,FG/KC,A87818,2,72,,Male,Unmarked,,,,4?,0.3,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,656,1081,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,FG/KC,A87818,3,65,,Male,Unmarked,,,,3?,0.2,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,657,1082,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,FG/KC,A87818,4,78,,Male,Unmarked,,,,4?,0.3,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,658,1083,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,FG/KC,A87818,5,71,,Male,Unmarked,,,,4?,0.3,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,659,1084,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,FG/KC,A87818,6,67,,Male,Unmarked,,,,3?,0.2,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,660,1085,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,FG/KC,A87818,7,62,,Female,Unmarked,,,,3?,0.2,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,661,1086,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,FG/KC,A87818,8,73,,Female,Unmarked,,,,4?,0.3,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,662,1087,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,FG/KC,A87818,9,68,,Female,Unmarked,,,,4?,0.3,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,663,1088,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,FG/KC,A87818,10,65,,Female,Unmarked,,,,3?,0.2,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,664,1089,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,FG/KC,A87818,11,60,,Female,Unmarked,,,,3?,0.2,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,665,,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,FG/KC,A87818,12,68,,Female,Unmarked,,,,Unreadable,Unreadable,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,666,1091,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,FG/KC,A87818,13,64,,Female,Unmarked,,,,4?,0.3,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,667,1092,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,FG/KC,A87818,14,68,,Female,Unmarked,,,,4?,0.3,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,668,1093,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,FG/KC,A87818,15,69,,Female,Unmarked,,,,3?,0.2,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,669,1094,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,FG/KC,A87818,16,69,,Female,Unmarked,,,,3?,0.2,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,670,1095,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,FG/KC,A87818,17,72,,Female,Unmarked,,,,4?,0.3,2-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,671,1125,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,AN,A87825,1,64,,Female,Unmarked,,,,4?,0.3,2-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,559,1096,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,AN,A87825,2,67,,Female,Unmarked,,,,3?,0.2,2-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,560,1097,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,AN,A87825,3,71,,Male,Unmarked,,,,3?,0.2,2-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,561,1098,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,AN,A87825,4,64,,Male,Unmarked,,,,3?,0.2,2-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,562,1099,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,AN,A87825,5,72,,Male,Unmarked,,,,3?,0.2,2-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,563,1100,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,AN,A87825,6,69,,Male,Unmarked,,,,4?,0.3,2-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,564,1101,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,AN,A87825,7,76,,Male,Unmarked,,,,4?,0.3,2-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,565,1102,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,AN,A87825,8,75,,Male,Unmarked,,,,4?,0.3,2-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,566,1103,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,AN,A87825,9,75,,Male,Unmarked,,,,4?,0.3,2-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,567,1104,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,AN,A87825,10,73,,Female,Unmarked,,,,4?,0.3,2-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,568,1105,
25-1-13-34208,Wallace River Hatchery,,,2024-11-25,AN,A87825,11,63,,Female,Unmarked,,,,4?,0.3,2-Feb,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,569,1106,
25-1-13-34208,Wallace River Hatchery,,,2024-12-01,FG,A87819,1,667,,Female,Unmarked,,,,3?,0.2,1-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,570,1126,
25-1-13-34208,Wallace River Hatchery,,,2024-12-01,FG,A87819,2,73,,Female,Unmarked,,,,4?,0.3,1-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,571,1127,
25-1-13-34208,Wallace River Hatchery,,,2024-12-01,FG,A87819,3,68,,Female,Unmarked,,,,3?,0.2,1-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,572,1128,
25-1-13-34208,Wallace River Hatchery,,,2024-12-01,FG,A87819,4,60,,Female,Unmarked,,,,3?,0.2,1-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,573,1129,
25-1-13-34208,Wallace River Hatchery,,,2024-12-01,FG,A87819,5,67,,Female,Unmarked,,,,4?,0.3,1-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,574,1130,
25-1-13-34208,Wallace River Hatchery,,,2024-12-01,FG,A87819,6,68,,Female,Unmarked,,,,4?,0.3,1-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,575,1131,
25-1-13-34208,Wallace River Hatchery,,,2024-12-01,FG,A87819,7,67,,Male,Unmarked,,,,3?,0.2,1-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,576,1132,
25-1-13-34208,Wallace River Hatchery,,,2024-12-01,FG,A87819,8,77,,Male,Unmarked,,,,4?,0.3,1-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,577,1133,
25-1-13-34208,Wallace River Hatchery,,,2024-12-06,FG,S23067,1,65,,Female,Unmarked,,,,4?,0.3,1-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,578,1134,
25-1-13-34208,Wallace River Hatchery,,,2024-12-06,FG,S23067,2,70,,Female,Unmarked,,,,4?,0.3,1-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,579,1135,
25-1-13-34208,Wallace River Hatchery,,,2024-12-06,FG,S23067,3,67,,Female,Unmarked,,,,4?,0.3,1-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,580,1136,
25-1-13-34208,Wallace River Hatchery,,,2024-12-06,FG,S23067,4,73,,Female,Unmarked,,,,4?,0.3,1-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,581,1137,
25-1-13-34208,Wallace River Hatchery,,,2024-12-06,FG,S23067,5,71,,Female,Unmarked,,,,4?,0.3,1-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,582,1138,
25-1-13-34208,Wallace River Hatchery,,,2024-12-06,FG,S23067,6,66,,Female,Unmarked,,,,3?,0.2,1-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,583,1139,
25-1-13-34208,Wallace River Hatchery,,,2024-12-06,FG,S23067,7,74,,Male,Unmarked,,,,4?,0.3,1-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,584,1140,
25-1-13-34208,Wallace River Hatchery,,,2024-12-06,FG,S23067,8,71,,Male,Unmarked,,,,4?,0.3,1-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,585,1141,
25-1-13-34208,Wallace River Hatchery,,,2024-12-06,FG,S23067,9,72,,Male,Unmarked,,,,3?,0.2,1-Jan,2,Chum,Regular Card,Non-Treaty,Broodstock Collection,586,1142,
